رقم الاقتراع الحزب,الحزب,رقم الاقتراع للمرشح,ا نوع الترشيح,الدائرة الانتخابية,الجنس,إسم المرشح الكامل,الرقم
278,الاتحاد الاسلامي الكوردستانني,2,حزب,السليمانية,ذكر,عمرمحمد محمدكريم علىي,1046
278,الاتحاد الاسلامي الكوردستانني,3,حزب,السليمانية,ذكر,دارا حمة احمد حسن,1047
278,الاتحاد الاسلامي الكوردستانني,4,حزب,السليمانية,انثى,قدرية سعيد علىي احمد,1048
278,الاتحاد الاسلامي الكوردستانني,5,حزب,السليمانية,ذكر,وشياررسول محمداميرن سعيد,1049
278,الاتحاد الاسلامي الكوردستانني,6,حزب,السليمانية,ذكر,شيركوجودت مصطفن عبدالله,1050
278,الاتحاد الاسلامي الكوردستانني,7,حزب,السليمانية,ذكر,اسماعيل احمد حسيرن محمد,1051
278,الاتحاد الاسلامي الكوردستانني,8,حزب,السليمانية,انثى,شليرمحمد محمدكريم مصطفن,1052
285,العراق/ جماعة العدل الكوردستانية,1,حزب,السليمانية,ذكر,محمد حكيم جبارسعيد الداودی,1053
285,العراق/ جماعة العدل الكوردستانية,2,حزب,السليمانية,ذكر,احمد حمه رشيد احمد محمد,1054
285,العراق/ جماعة العدل الكوردستانية,3,حزب,السليمانية,انثى,نجيبه لطيف احمد قادر,1055
285,العراق/ جماعة العدل الكوردستانية,4,حزب,السليمانية,ذكر,صالح حمه رشيد احمد عبدالله,1056
285,العراق/ جماعة العدل الكوردستانية,5,حزب,السليمانية,انثى,هدى محمد صديق اسماعيل,1057
288,الجيل الجديد-نەوەی نوێ,1,حزب,السليمانية,انثى,سروه عبدالواحد قادر ابراهیم,1058
288,الجيل الجديد-نەوەی نوێ,2,حزب,السليمانية,ذكر,ريبواراورحمن وستا صالح عارف,1059
288,الجيل الجديد-نەوەی نوێ,3,حزب,السليمانية,ذكر,موفق حسيرن قادرکریم,1060
288,الجيل الجديد-نەوەی نوێ,4,حزب,السليمانية,انثى,مزده محمود محمد عبدالله,1061
288,الجيل الجديد-نەوەی نوێ,5,حزب,السليمانية,ذكر,ئاريان عزيزاحمد یوسف تاوگۆزی,1062
288,الجيل الجديد-نەوەی نوێ,6,حزب,السليمانية,انثى,بوژانه مشيرعمرعلى,1063
288,الجيل الجديد-نەوەی نوێ,7,حزب,السليمانية,ذكر,هوكرياسيرن نثي رسول,1064
288,الجيل الجديد-نەوەی نوێ,8,حزب,السليمانية,انثى,هه وار عبدالله احمد عارف,1065
288,الجيل الجديد-نەوەی نوێ,9,حزب,السليمانية,ذكر,ريژوان خليل حامد فرج,1066
288,الجيل الجديد-نەوەی نوێ,10,حزب,السليمانية,ذكر,هه وراز عبدالرحمنكريم مینا,1067
288,الجيل الجديد-نەوەی نوێ,11,حزب,السليمانية,ذكر,رابه ر عبدالله عمرحمد,1068
288,الجيل الجديد-نەوەی نوێ,12,حزب,السليمانية,ذكر,هيرراره طلعت مجيد ففر محمد بيبانني,1069
202,حركة الصادقون,1,حزب,القادسية,ذكر,جمال فريد رايح عطية الحميداوي,1070
202,حركة الصادقون,2,حزب,القادسية,ذكر,سعد شاكرعزيزكاظم خزاعلىي,1071
202,حركة الصادقون,3,حزب,القادسية,ذكر,عمارجابرراصني محمد الشبلىي,1072
202,حركة الصادقون,4,حزب,القادسية,ذكر,صالح نوريكاطع مهدي الحياوي,1073
202,حركة الصادقون,5,حزب,القادسية,ذكر,علىي مانع عطيه سلمان البديري,1074
202,حركة الصادقون,6,حزب,القادسية,انثى,ايمان حميد جابر عبد الاكرع,1075
202,حركة الصادقون,7,حزب,القادسية,ذكر,عبدالحسيرن عادي بلجت كشيش الجواسم,1076
202,حركة الصادقون,8,حزب,القادسية,ذكر,صفاء عبدالرحيم عكارحسيرن الكفاري,1077
202,حركة الصادقون,9,حزب,القادسية,انثى,.نوارس عطيةكاظم عويد معيي,1078
202,حركة الصادقون,10,حزب,القادسية,ذكر,صلاح حسن عباس علوان السعيدي,1079
202,حركة الصادقون,11,حزب,القادسية,ذكر,وسام جميل بشيرجواد الهلالیي,1080
202,حركة الصادقون,12,حزب,القادسية,انثى,بلسم علىي طالب بشات العوادي,1081
202,حركة الصادقون,13,حزب,القادسية,ذكر,مهند اعلان رحمان حمد النايلىي,1082
202,حركة الصادقون,14,حزب,القادسية,ذكر,صفاء عبدالجواد عبدالكاظم زويرالشبلاوي,1083
202,حركة الصادقون,15,حزب,القادسية,ذكر,طارق عزيزجاسم علىي الراشدي,1084
202,حركة الصادقون,16,حزب,القادسية,انثى,ايناس طالب ناصرحسون جمالیي,1085
202,حركة الصادقون,17,حزب,القادسية,ذكر,خالد عبدالاميرعبيس صباح البوخنيفس,1086
202,حركة الصادقون,18,حزب,القادسية,ذكر,عماد عواد رشيد فدعم فدعم,1087
202,حركة الصادقون,19,حزب,القادسية,انثى,هبة محمد عبدالحسن زغيرالشبانني,1088
202,حركة الصادقون,20,حزب,القادسية,ذكر,عايد عليوي مدلول لفته ال مدلول,1089
202,حركة الصادقون,21,حزب,القادسية,انثى,شهد علىي عبدكاظم الصبغانني,1090
202,حركة الصادقون,22,حزب,القادسية,ذكر,احمدكامل شعلان سلمان الخزاعي,1091
207,ائتلاف الاعمار والتنمية,1,تحالف,القادسية,ذكر,ناظم فاهم محمد مجهول الشبلاوي,1092
207,ائتلاف الاعمار والتنمية,2,تحالف,القادسية,ذكر,حسن سلمان ناصرحسيرن ال مكوطر,1093
207,ائتلاف الاعمار والتنمية,3,تحالف,القادسية,ذكر,احمدكامل منكاش زعزاع الفرحانني,1094
207,ائتلاف الاعمار والتنمية,4,تحالف,القادسية,انثى,نور نافع علىي عبدالامير دوجي,1095
207,ائتلاف الاعمار والتنمية,5,تحالف,القادسية,ذكر,حسيرن علىيكريم شاكر عنكوسري,1096
207,ائتلاف الاعمار والتنمية,6,تحالف,القادسية,ذكر,ماجد حسيرن علىي منذور الغانم,1097
207,ائتلاف الاعمار والتنمية,7,تحالف,القادسية,ذكر,احمد صكرحمزة مكوطرالبديري,1098
207,ائتلاف الاعمار والتنمية,8,تحالف,القادسية,انثى,الموسوي. سهام موس حمود جي,1099
207,ائتلاف الاعمار والتنمية,9,تحالف,القادسية,ذكر,محمد عبدالامير شعلان عطية الشبانني,1100
207,ائتلاف الاعمار والتنمية,10,تحالف,القادسية,ذكر,احمد عليوي حسن عبيد السعيدي,1101
207,ائتلاف الاعمار والتنمية,11,تحالف,القادسية,ذكر,عبدالرضا عويدكاظم بربونري الميالیي,1102
207,ائتلاف الاعمار والتنمية,12,تحالف,القادسية,انثى,.نضال عطية خدام بسىري الجناني,1103
207,ائتلاف الاعمار والتنمية,13,تحالف,القادسية,ذكر,غانم مكلد جلوب عزيزالجبوري,1104
207,ائتلاف الاعمار والتنمية,14,تحالف,القادسية,ذكر,سليم جميل شاكرركبان الشبلىي,1105
207,ائتلاف الاعمار والتنمية,15,تحالف,القادسية,ذكر,محمد مارد عبدالحسن حسون العارصني,1106
207,ائتلاف الاعمار والتنمية,16,تحالف,القادسية,انثى,الاء صالح علوان ناصر النايلىي,1107
207,ائتلاف الاعمار والتنمية,17,تحالف,القادسية,ذكر,كراركريم هليلكاظم البوذبحك,1108
207,ائتلاف الاعمار والتنمية,18,تحالف,القادسية,ذكر,.اسعد حمزة عليوي عبيد الجناني,1109
207,ائتلاف الاعمار والتنمية,19,تحالف,القادسية,ذكر,عمرواصفكاظم عبد الفتلاوي,1110
207,ائتلاف الاعمار والتنمية,20,تحالف,القادسية,انثى,علا عبدالامير جاسم محمد الكراغول,1111
207,ائتلاف الاعمار والتنمية,21,تحالف,القادسية,ذكر,حيدرحسن مانع هيجل القصير,1112
207,ائتلاف الاعمار والتنمية,22,تحالف,القادسية,انثى,اشواق عبدالرضا عبد بجاي الزريجاوي,1113
218,منظمة بدر,1,حزب,القادسية,ذكر,عباس شعيل عودة ثجيل الزاملىي,1114
218,منظمة بدر,2,حزب,القادسية,ذكر,لفته هادي حمزة عطيه الجعفري,1115
218,منظمة بدر,3,حزب,القادسية,ذكر,ذوالفقارعبدالحسن عبدعلىي كاظم الشبلاوي,1116
218,منظمة بدر,4,حزب,القادسية,انثى,زهراء فاضل هادي جاسم الحجامي,1117
218,منظمة بدر,5,حزب,القادسية,ذكر,.حيدرذياب جبيرجاسم الجيي,1118
218,منظمة بدر,6,حزب,القادسية,ذكر,حسن هلول صميدع عاشورالميالیي,1119
218,منظمة بدر,7,حزب,القادسية,ذكر,احمد يونس حسيرن رباط النغيسىري,1120
218,منظمة بدر,8,حزب,القادسية,انثى,.ابتداء علىي محمد باقر الاعرجي,1121
218,منظمة بدر,9,حزب,القادسية,ذكر,حسام فلاح عباس جابرالطريجي,1122
218,منظمة بدر,10,حزب,القادسية,ذكر,جعفرشعيل عوده ثجيل الزاملىي,1123
218,منظمة بدر,11,حزب,القادسية,ذكر,فاضل عبدالاميرنورحبيب المحنه,1124
218,منظمة بدر,12,حزب,القادسية,انثى,ثمرحسيرن عبدالزهرة موس النائلىي,1125
218,منظمة بدر,13,حزب,القادسية,ذكر,جبارعيدان زغير معارج الشبلاوي,1126
218,منظمة بدر,14,حزب,القادسية,ذكر,كاظم فنيخ حسيرن عويد السعيدي,1127
218,منظمة بدر,15,حزب,القادسية,ذكر,الشبلاوي. محمد علىي حمزة ناجي,1128
218,منظمة بدر,16,حزب,القادسية,انثى,شيماء عبدالهادي صادق ياسيرن النجفني,1129
218,منظمة بدر,17,حزب,القادسية,ذكر,اميرن قحطان عباس رضا الصكبان,1130
218,منظمة بدر,18,حزب,القادسية,ذكر,حاكم خماط فرحان وداعهكردي,1131
218,منظمة بدر,19,حزب,القادسية,ذكر,احمدكاظمكسارراصني الكيم,1132
218,منظمة بدر,20,حزب,القادسية,انثى,سعاد جبار سلمان ابراهيم الصافني,1133
218,منظمة بدر,21,حزب,القادسية,ذكر,اسعد موس جاسم هدهود الخزعلىي,1134
218,منظمة بدر,22,حزب,القادسية,انثى,نادية كاظم حسيرن عباس العادلیي,1135
224,ابشر يا عراق,1,تحالف,القادسية,ذكر,احمد خرباط عبدالسيد عبد الجليحاوي,1136
