"ElectionNumber","Name_English","Name_Original","City"
"2050",".????? ??????? ???? ???????","Iman Mutasher Abdul Amish
Al-Janani","????"
"2051","???? ???? ????? ???????????","Peace be upon you Hamza Sarrar YfZghair
Al-Saeedi","????"
"2052","????? ???? ????????? ???","Mustafa Faris Shakarmir N Awad","????"
"2053","???? ???? ???? ??????? ????????","Ahmed Jassim Khalil Ibrahim
Al-Kanani","????"
"2054","????? ???? ???? ???? ????","Ikhlas Jassim Nouri Abboud Abboud","????"
"2055","??? ???????? ????? ?????","Ghaith Jawad Kadhim Rasn
Y Hamir Y","????"
"2056","????????? ????????????? ????? ??????","Abdul-Azim Abdul-Wahid Kazim Hamadi Al-Shukri","????"
"2057","???? ??? ???? ??? ????????","Peace be upon you, Hamad Hamza Dharib Al-Bujassim","????"
"2058","???? ???? ???? ???? ?????????","Ali Abbas Jassim Ali Al-Sultani","????"
"2059","???? ???? ???.? ???? ??????","Nazim Mohammad Dovej Jabralassadi","????"
"206","???? ????????? ????? ????????? ??????","Ayad Abdel Aziz Mahmoud Abdel Karim Al-Rawi","???????"
"2060","??? ???? ??????? ??????? ?????","Hassan Hamza Abdullah Ibrahim, leftist","????"
"2061","???? ???????????? ?????????","Blessing of Zghair Abbas Kadhim Al-Khashkhasir
Y","????"
"2062","????????? ??? ???? ???????","Abeer Jaidan KhalafSahi Al-Azzawi","????"
"2063","???? ????????? ??? ????? ???????","Ahmed Yasser Hasirn Abdul Hassan Al-Jabouri","????"
"2064","????? ?????????? ??????????","Miqdaam Yasarabidoon Nasir al-Nasir","????"
"2065","???? ???? ???? ??? ???? ????????","Ali Jassim Ali Abdul Ali Al Mansouri","????"
"2066","????? ???????? ???? ?????","Inas Amer Abbas Ali Al-Bajou","????"
"2067","???? ????????? ???? ????.? ???????","Ali Abdel Sattar Muhammad Arzij, the leftist","????"
"2068","????? ???????? ???? ???? ??????","Hasirn Abdul-Ridha Jawad Aboud Al-Haluj","????"
"2069","???? ???? ???? ???? ??????","Ahmed Attia Dakhil Abbas Al-Tani","????"
"207","????? ???? ???? ???","Iman Ayed Taban Khalaf","???????"
"2070","?? ???? ???? ???? ??????","The voice of Jasib Majeed Hajim Al-Qattan","????"
"2071","???? ???? ??? ???? ???? ????????","Hazem Kazim Mal Allah Hashem Al-Issawi","????"
"2072","???? ??? ????? ???? ?????","Hakim Zaid Suwadi Ajrash Najidi","????"
"2073","???? ???????? ?????? ???????","Khaled Rahim Kazim Al-Khashan Al-Jabouri","????"
"2074","?????????? ????? ???? ???????","Waiting for Muslim Hasir Saleh Al-Jubouri","????"
"2075","???? ??????? ??? ???? ?? ????","Wassim Abdul Ali Najm Aboud Al-Badr","????"
"2076","??? ??????? ???? ?????????????","      Saad Ibrahim Talib, Sultani Dialo-
                              gue","????"
"2077","???? ???? ????? ????? ?? ?????","Latif Murad Hudhud Sultan Al Hudhud","????"
"2078","???? ????? ????? ???? ??????","Dunya Farhan Hasir N       Aboud Abu Tayef","????"
"2079","???? ????????? ??????? ??? ????????","Mahdi Abdul Amir Ismail Hamad Al-Tufaili","????"
"208","????? ???????? ????","And Tabban Hakim, the leader of the Jasim","???????"
"2080","???????????? ???? ???????","Thamer Shaker Jassim Zalukh Al-Jabouri","????"
"2081","??????? ???? ??? ???? ????????","Thaerris Dawood Abdullah Al-Maamouri","????"
"2082","????????? ????????? ???????????","Bashayer Hashim Abdul Wahid Yasser Al-Yasseri","????"
"2083","???????? ???? ??? ????????","Mohammed Kamel Muzal Najm Al-Masoudi","????"
"2084","???????? ???? ????? ?????????","Jawad Kazem Falah Hasir N       Al-
Taroudawi","????"
"2085",".???? ???????? ????? ???????"," The ugly Hamid Kazim Hasir N
                         Al-Kalani","????"
"2086","????? ???? ???? ???? ?????????","Shahla Fawzi Talib Abbud
             Al-Alwani","????"
"2087","???????? ???? ???? ???????","Ayman Kamil Hashim Kazim Al-Anawi","????"
"2088","???? ???? ????? ????? ????????","Barq Khaled Jaryan Dikan Al-Jarisi","????"
"2089","???? ???? ????????? ????? ???????","Faris Musab Abdul Abbas Darwish Al-Jabouri","????"
"209","????????? ????? ???? ??????","Maher Armit Khashman Mohammed Al-Kaoud","???????"
"2090","???? ???? ???? ???? ???????","Aseel Khalif Rashid Jassim Al-Mousawi","????"
"2091","???? ???????? ????? ???????","Thabet Jawad Kadhim Hasiran Al-
Jabouri","????"
"2092","????? ???????? ???? ??????","Lamia Jabbar Habboub Saddam Al-Shammari","????"
"2093","????? ???? ??? ??? ???????","I feel sorry for Hassan Reda Al-Saeedi","????"
"2094","???? ???????. ???? ????????","Hamza Jabbar Harni Mohammed Al-
                        Jabouri","????"
"2095","??? ????? ???? ????? ???????","Adi Arkan Abbas Naaman Al-Awidi","????"
"2096","???? ???? ???????? ??????","Issam Fakhri Bartouaid Al-Shammari","????"
"2097","???? ??????? ????? ??????","Ahmed Badrjasem Hasirn Al-Zarir","????"
"2098","????????? ???????? ??????","Ekram Kamel Zahir Mohsen Al-Muhten","????"
"2099","???? ????????? ????????? ???? ??????","Maytham Abdul Jassim Abdul Hamza Kazim Al-Shukri","????"
"21","???? ??? ???? ??? ????","Continent Man Najat Hamad Saleh","?????"
"210","???? ??? ??????? ???","Sanaa Hamad Abdullah Hassan","???????"
"2100","??? ???????? ??? ???????","Farah Ahmed Kamel Darb Al-
Nafie","????"
"2101","???? ???? ????????? ???? ?????","Muhammad Jawad Abdul-Kadhim Ashkah Anf-
oos","????"
"2102","?????? ???? ??? ???? ?????????","Regretfully, Nafl Hassan Aboud Al-Jaheesir
Y","????"
"2103","????? ????????. ????????? ????","Hasir NakamulNaji Mu'idi Al-Maamouri","????"
"2104","???? ???????? ??????????","Hamid Hamza Kazim Masir Masir","????"
"2105","?????? ??? ???? ????? ???????","Ibtisam Hassan Diab Marzouq Al-Marshadi","????"
"2106","???? ???? ??? ???? ???????","Aseel Khaled Abdul Mohammed
Al-Kafli","????"
"2107","???? ???? ???? ???? ????????","Muhammad Hadi Kazim Jawad al-Jazaery","????"
"2108","???? ????????? ??????? ??? ????? ???????","Peace be upon you, Abdul-Kazem Abdullah Abdul-Hassan Al-Jubouri","????"
"2109","???? ????????? ????????? ???? ???????","Thaer Abdul Latif Abdul Hamid Ali Al-Azzawi","????"
"211","????? ???? ???? ????","Iman Qasim Abbas Ali","???????"
"2110","???? ???? ???? ????????????","Zahra Mohammed Saud Aziz Al-Tamimi","????"
"2111",".???? ???? ???????? ???? ???????","Marza Hamza Abdulma'ir N Hilal
Al-Janani","????"
"2112",".??????????????????????","Omar Khadir Baskar Al-Janani","????"
"2113","???? ???? ???? ???? ??????","Zainab Abbas Ali Latif Al-Ridhawi","????"
"2114","???????? ???? ?????? ????","Zuhair Abbas Abboud
Razofari Mashtat","????"
"2115","???? ????????? ???? ???? ?????????","Alaa Abdel-Kazem Abbas Mohammed Al-Husseinawi","????"
"2116","??? ???? ????? ???? ????????","Ghaith Ali Samisim Obaid Al-Buaisi","????"
"2117","????????????????? ??????","Yasser Omar Saber Mohsen Al Shamri","????"
"2118","???? ??? ????? ????? ??????","Karim Saad Hasirn Lotan Al-Kreish","????"
"2119","???? ???? ???? ???? ????????","The call of Talib Mohsen Thajib Al-Ajili","????"
"212","???? ???????? ??????? ????????","Issa Sayer, may God protect him, Abdullah Al-Issawi","???????"
"2120","????? ????? ???? ???? ????","Names of Hasiran Jdou' Kazem Abb-
oud","????"
"2121","???? ??????. ???? ???? ????","Zuhair JawadNaji Abbas Al-Shabil","????"
"2122","???? ????? ???? ????????????","Ahmed Salman Awda Briwal Shablawi","????"
"2123","???? ??? ???? ????????????","Saud Hassan Juma Matar Al-Jahisi
Y","????"
"2124","????? ???? ???? ??? ??????","Hasir N       Sahib Mahdi Bayanari
Shop","????"
"2125","????????????????????? ??????","Haider Abdul-Amir Kazim Makshash Alak","????"
"2126","???????????? ???? ????????","Haider Jawad Kazem Attia Al-Kadasawi","????"
"2127","???? ???????????? ???? ????????","Hamed Abdel Khadhan Abbas Hadi Al-Fatlawi","????"
"2128","??? ???? ??? ??? ???????","Time Ali Musa Hassan Al-Jabouri","????"
"2129","???? ???? ??? ??? ????????","Abbas Radam Hamad Sajam Al-Tufaili","????"
"213","????? ???? ???? ???","Qutiba Rahim Mutlaq Abdul","???????"
"2130","????? ???? ???? ???? ????????","Mustafa Khalil NaseefJassim Al-Karawi","????"
"2131",".?????? ???? ????? ???? ???????","Congratulations to Majid Felefel Kha-
lifAl-Janani","????"
"2132","????? ???????. ???? ???? ?????","Majeed Dahhan Salithi Janan Al-Arami","????"
"2133","???????? ???? ???? ???????","Thaer Jassab Hassoun Mohammed Al-Jabouri","????"
"2134","???? ???? ????????? ???????","Wafaa Talib Salman Kazem Atijawi","????"
"2135","???? ???? ????? ????? ?????????","Ayad Suwad Obaidi Hasirn Al-Khashkhasir
Y","????"
"2136","???? ???? ???? ???? ????????","Firas Fadel Abbas Dhari Al-Masoudi","????"
"2137","??????? ??? ????? ???? ?????","Abdullah Hassan Haseer N Jawad Hamir
Y","????"
"2138","????? ???????? ???? ???????","Fatima Ashour Hamad Khawin Al-Awady","????"
"2139","???? ???? ??????????? ???????","Khatam Suhail Obaidkomanni
Nakhilawi","????"
"214",".???? ???? ?????? ???? ???????","Jassim Mohammed Radithin Y Rashid
Al Dhayani","???????"
"2140",".????????? ????? ???? ???????","Thaer Omran Shadhan Hassoun Al-Janani","????"
"2141",".???? ???? ????????? ??????? ???????","Hadi Sajid Abdul Abbas Abdullah Al-Khafaji","????"
"2142","???????????? ???? ????? ???????","???? ???????? ???? ????? ???????","????"
"2143","??? ???? ???? ???? ?????????","Hala Wahid Ali Abbas Al-
Khaikanni","????"
"2144","??????? ???????? ????????","Samarwahab Hashemkadhim Al-Husaythan
Y","????"
"2145","????? ???? ???? ??????? ???????","Israa Mazhar Obaid Ibrahim Al-Yassari","????"
"2146","????? ???? ????????? ???? ????????","Mushtaq Faisal Abdulsada, Al-Mansouri merchant","????"
"2147","???????????? ???????? ???????","???? ???????? ???? ???? ???????","????"
"2148","?????? ???? ????? ???? ???????","Amanni Ali Hasirn Aboud
Mazidawi","????"
"2149",".???? ??????. ???? ???? ??","Ali Mohsen Jijdoua Al-Harni","????"
"215",".???? ????? ????? ????? ???????","Ahmed Mohsen Aliwi Ghadhban Al-Faraji","???????"
"2150","s??? ???? ????? ????? ??????","Adi Ali Hasirn Farman Al-
Tani","????"
"2151","???? ???? ???? ???? ????????","Hamid Jassim Hamza Firas Al-Dulaimiyi","????"
"2152","???? ?????? ????? ???? ???????","Ahmed Yasser Dhiban Ali Al-
Shafi'i","????"
"2153","???? ???????? ????????","???? ???? ???? ???? ????","????"
"2154","???????. ???? ???? ???? ???","Hello Javad Hamzeh Aniyalnafie","????"
"2155","???????? ???? ???? ????????","Sabah Kazem Shenit Khashan Al-Ajili","????"
"2156","????????? ????? ????? ????????","Ihsan Kamil Zarzib Hasiran Al-
Jumaili","????"
"2157","???? ???????? ???? ????? ???????","Razzaq Abdul-Amah Jassim Ghadhban Al-Haidari","????"
"2158","????? ???? ???? ????? ????????","Suhaila Abbas Hamza Hasirn Alkasmiyy","????"
"2159",".?????? ???? ???? ????????????","Thank you, Saleh Al-Khafaji","????"
"216","???????????? ???? ??????? ???????","Abdul Majeed Karb Ali Al-Samarmad Al-Obaidi","???????"
"2160","????? ???????? ???? ????","Mahmoud Hadikadhim Mohammed
Yasi","????"
"2161","???? ??? ???? ???? ??????????","Ali Hassan Hamza Hassoun
Al-Bir Manni","????"
"2162","????? ???? ????? ???? ????????","Maysaa Abbas Haseer N Jassim Al-Mansouri","????"
"2163",".????? ???? ?? ????? ???????","I am very sad, I am very happy","????"
"2164",".???? ???? ????????? ???? ???????","Muhammad Rasool Abdul Amir Rashid
Al-Janani","????"
"2165","??? ???? ???????????? ?????????","Adi Abbas Abdul Amir Reda Al-Tourjawi","????"
"2166","????? ???? ???? ???? ???????","Majida Hamid Jassim Aqil Al-Jabouri","????"
"2167",".???? ???? ???? ??? ???? ???????","Wasam Talib Obaid Abdullah Al-Zaghithi","????"
"2168","???? ????? ???? ???? ?????????","Mosquito profession, Lafta pro-
fession, Zarkanani profession","????"
"2169","???????? ???? ????? ???????","Kararjuwad Hamza Khanyab Al-Khamasi","????"
"217","???? ????? ???? ???? ??????????","Kamal Mustafa plows the scene for
me","???????"
"2170","??? ??? ???? ???? ????????","Rand Saad Abis Obaid Al-Maamouri","????"
"2171","???????? ???? ???? ????????","???? ???? ???? ???? ????????","????"
"2172","???? ???? ???? ???? ???????","Qasim Mahdi Hamza Mahdi Al-Moussawi","????"
"2173","???? ???? ??? ???? ???????","
Hussam Sajit Hassan Saleh Al-Salji","????"
"2174","??? ??? ???? ????? ????????","Maha Abdul Jawad Haseer
N Al-Afithen Y","????"
"2175","???? ???? ???? ???? ????????","Ahmed Talib Mahdi Ahmed Al-Ajili","????"
"2176","???? ???????? ???? ????? ?????","???? ????","????"
"2177","??????? ???? ???? ????","Sahar Mehdi Shahid Shahab Shahab","????"
"2178","??? ???????? ??? ???????","Watan Munir Ghaleb Has-
san Al-Tasir Y","????"
"2179","???? ????????? ?????????????? ???????","Mashriq Abdulrahman Abduljabbar Hasir N       Le-
banon","????"
"218","?????????? ???? ?????? ????????","Anuryasirn Muhammad Sarr Mut Al-Bilawi","???????"
"2180",".???? ????? ???? ???? ???????","Abbas Farhoud Suwaif Manjal Al-Kalani","????"
"2181","??? ???? ???? ????? ??????","Saba Sabah Hamoud Hamadi Al-Ammar","????"
"2182","???????????? ?????????????","Jabbar Jawad Kazim Mughair
Al-Hamdani","????"
"2183","????????????? ???????? ???????","Thaer Abdulkadhim MakhifAl-Jabouri's book","????"
"2184",".???? ????????? ????? ???? ???????","Falah Abdul Karim Rasn Y Manukh Al-
Khafaji","????"
"2185","??????. ???? ????????? ???? ??","Dunya Abdul-Jabbar Ali Ji Al-Shammari","????"
"2186","???? ????? ???????? ???????","Mahdi Manfan y Abbas Karim Al-
Jubouri","????"
"2187","???? ???????? ??????? ???????","Ali Sabji Kamel Mohammed Hassan Al-Maliki","????"
"2188","???? ???? ??????? ????? ?????????","Mu'ayyad Ghanem Abdullah Alawi
Al-Alwani","????"
"2189","????? ???? ???? ???? ????????"," Ahlam Rashid Hamza Ob-
         aid Al-Watifen Y","????"
"219","??? ??? ???? ???? ?????????","Saif Qais Ayed Mohammed Al-Maadidi","???????"
"2190","???? ???? ???? ???? ?????????","Manal Wahab Mohammed Fadel Al-Maslamawi","????"
"2191","???????????? ???? ????????","Haider Muhammad Katta' Safih Rasitmawi","????"
"2192","???????? ???????? ???? ?????????","   Ammaratheer Mohammed Wahid Rajih
                         Al-Marzoufri","????"
"2193","???? ???? ??? ??? ???????","Khazal Ali Hassan Abdul Awady","????"
"2194","???? ????? ??? ???? ????????","Ali Madlul Hamad Jassim Al-Bujassim","????"
"2195","???? ????? ???? ???? ??????","Mohammed Salman Mohammed Hajem Al-Hajem","????"
"2196","????? ????????? ????? ????? ???????","Enaam Alaa El-Din Hamoudi Mahmoud Al-Abidi","????"
"2197","???? ??????? ???? ?????? ???????","Ali Ibrahim Zahir Suleiman Al-Himir
Y","????"
"2198","???? ???? ???? ????? ???????","???? ???? ???? ????? ???????","????"
"2199",".???? ??? ???? ??? ??????","Muhammad Musa Hamza Hassan Al-
Harni","????"
"22","????????? ????? ??","Nowruz Hamid Hasir Taha","?????"
"220","???? ??? ???? ???? ???????","Muhand Abdul Awad Falah Al-Abidi","???????"
"2200","??? ???????? ??? ???????","Muthanna Ghanem Kareem Hassan
Al-Moussawi","????"
"2201",".????? ???? ???? ???? ???????","I am sad about Mohsen Hamza Ali Al-
Zaghithi","????"
"2202","???? ???? ???? ??? ??????","Ahmed Mohsen Ali Musa Al-Fayyadh","????"
"2203","???? ?????????? ????? ??????","Nima Mansour Aifan Sultan Al Shamri","????"
"2204","???? ????? ???? ???????? ???????","Kholoud Muzan Khalil Abdul Sheikh Al-Musaid","????"
"2205","????? ??????? ???? ???? ???????","   Murtazan Abdul Ali Jassim Mo-
             hammed Al-Yasiri","????"
"2206","???? ???????? ????? ???????","     Haitham Mohammed Kazim Mansi
                       Al-Jabouri","????"
"2207","???? ????? ????? ????? ???????","Alaa Shamran Fair and Mahdi Al-Amari","????"
"2208","??????? ???? ????? ????","Sahar Fakhri Abbas Imran Shamri","????"
"2209","???? ???? ????????? ????????","Abbas Awda Hamoudkredi Al-Bouali","????"
"221","???? ???????? ???? ????????","Nazim Shaker Abbas Jassim Al-Fahdawi","???????"
"2210",".???? ???????? ???? ???????","Ahmed Shaker Fadel Nayel Al-Khafaji","????"
"2211","??? ???? ?????????? ???????","Nagham Saleh Tumankaser Y Al-
                    Jabouri","????"
"2212","???? ???? ?????? ????? ???????","      Jassim Mohammed Ashlaka, the end
                   of evil, technically","????"
"2213","????? ???? ????? ???? ???????","I feel sorry for you, I feel sorry for your
                    leftist brother","????"
"2214",".???????????? ???? ???????????","Dhulfikar Ali Mohsen Aziz Al-Khafaji","????"
"2215","??? ???? ????????????????","Nagham Ali Muhammad Kassar Al-Hasnawi","????"
"2216","???? ???? ????? ???? ?????","Hamid Ayal Matroud Abboud Dagheer","????"
"2217","???? ???? ???? ????? ???????","Rafat Abbas Abboud Marouf Marouf","????"
"2218","???? ???? ???? ???? ??????","Ahmed Hadi Obaid Hajem Al-Kawam","????"
"2219","??? ???? ??? ???? ??????","Hassan Falah Hassan Dokhna Al-Asadi","????"
"222","????? ???? ???? ????? ????????","Mahmoud Jamil Jassim Hasirn Al-Issawi","???????"
"2220","???? ??????? ??????????"," Mohammed Shaker Abdul
           Jabbar Arasn Y","????"
"2221","????? ???? ????????? ??????","     Hasir N       Nima Muhsin Kadhim Dha-
                                bahawi","????"
"2222","??? ???????? ??? ???????????","Hassan Thamer succeeded Hassan Al-Boubdallah","????"
"2223","???? ?????????? ???? ????? ??????","Loyalty Abdul Haseer N Jawad Salman Al-Zahir","????"
"2224","????????? ??? ??? ?????????????","Abdul Salam Khalaf Hassan Aziz
                    Al-Sultani","????"
"2225","???? ???????? ????? ????????","Loyalty to Talib Kazim Haseer N Al-
                        Khazaali","????"
"2226","???????? ???? ???? ?????","Haider Kazim Habib Kazim Mansour","????"
"2227",".???? ??? ?????????????","
Ali Hassan Hamyouzi Freiji","????"
"2228","s?????? ???? ????????????? ??????","Azhar Ali Abdul-Amir Kadhim Al-
Tani","????"
"2229","???????? ???? ???? ????????","Haider Hadi Jassim Daji Al-Maamouri","????"
"223","???? ????????? ????????? ??????? ????????","Mohammed Abdul Razzaq Abdul Wahid Abdullah Al-Abdali","???????"
"2230","???? ???? ???????? ????????","Ali Jassim Jafarkadhim Al-Naeemiyi","????"
"2231","???? ???? ????? ???? ????????","Rawaa Qaed Haseer N Jassim Al Manso-
uri","????"
"2232","????? ???? ????? ???? ?????"," Warka Muhammad Hasir N
              Hamza Emirate","????"
"2233",".??? ????? ????????? ????? ??????","??? ????? ????????? ????? ??????","????"
"2234","?? ??????? ????????? ????? ????????","Taha Ibrahim Abdel Abbas Rasn Y Al-Ajili","????"
"2235","???? ???????? ??????????","Zeina Joudtkadhim Aziz Al-Zaidi","????"
"2236","???????? ???? ???? ????????","Yasser Hashem Ali Abbas Al-Husaythan
Y","????"
"2237","???? ???????? ???? ??????","Mohammed Hadikadhim Abboud Al-Shammari","????"
"2238","??? ???? ???? ????? ????????","Saad Hamed Hadi Matloub Al-Maamouri","????"
"2239",".???? ????? ???? ???????????","The days of Hasir Muhammad Aziz Al-
Fariji","????"
"224",".???? ????? ?????? ???? ???????","Riyadh Mahmoud Suwaidan Rashid Al-Daraji","???????"
"2240","???? ???? ????? ???? ????????","Muhammad Ali Hasir N       Ali
Al-Masoudi","????"
"2241","???? ??????????? ???????","Mohammed Nour Mohsen Kazem Al-Awady","????"
"2242","???? ???? ?????? ???? ?????????","Saadi Latif Khorshid Juma Sultani","????"
"2243","???? ???? ???????? ???????","Zainab Awad Nasser Khalil Al-Awady","????"
"2244",".???? ??? ???? ??? ???????","Ayad Hassan Mahdi Kouh Al-Zaghithi","????"
"2245","???????? ???? ?????????","Amer Majeed Mohsen Khadnabouhia","????"
"2246","????? ??????. ????????? ??","Haidar Rahim Jirasn Y. al-
Kurdi","????"
"2247","???? ???? ???????. ???? ??","Nasheen Jim Hassan Issa Al-Awady","????"
"2248","???????? ????? ???? ?????????","Haider Ajaj Abtan Hassoun Al-Sultani","????"
"2249","????????? ???? ???? ???? ?????????","  Abdul Karim Kamil Hamid Issa
                  Al-Alwani","????"
"225","???? ???? ???? ???? ????????","Raed Abbas Jassim Mohammed Al-
Hayani","???????"
"2250",".????????? ???? ???? ???? ???????","Abdul Wahid Ali Kazim Abbas Al-Gharani","????"
"2251","??????? ???? ???? ??????????","Sahar Fadel Jawad Rashid
          Al-Bir Manni","????"
