A,Name on ballot,"Candidate

Sequence",,"   Type
      Nominat-
            ion","Electoral
district",,Sex,Candidate's full name,Voter number
222 ,Patriotic Union of Kurdistan,27 ,,Party,Sulaymaniyah,,Male,Bakhtiar Jamil Muhammad Rashid Abdul Mohammad,965 
222 ,Patriotic Union of Kurdistan,28 ,,Party,Sulaymaniyah,,"female
 ",Wafaa Osman Ahmed Ismail,966 
222 ,Patriotic Union of Kurdistan,29 ,,Party,Sulaymaniyah,,Male,Akram Saleh Ghafoor Saleh Bashk,967 
222 ,Patriotic Union of Kurdistan,30 ,,Party,Sulaymaniyah,,Male,Shaswara Mirn Jalal Saeed,968 
222 ,Patriotic Union of Kurdistan,31 ,,Party,Sulaymaniyah,,Male,"   A
Paul MaroufAli Majid",969 
222 ,Patriotic Union of Kurdistan,32 ,,Party,Sulaymaniyah,,"female
 ","Sirveh Mohammad Rashid Mir-an Zan-
kaneh",970 
222 ,Patriotic Union of Kurdistan,33 ,,Party,Sulaymaniyah,,Male,عثمان رسول موس حوێز,971 
222 ,Patriotic Union of Kurdistan,34 ,,Party,Sulaymaniyah,,Male,Dear Awadir Aziz Hassan Aziz,972 
222 ,Patriotic Union of Kurdistan,35 ,,Party,Sulaymaniyah,,Male,Ramyar Haider Saeed Rashid,973 
222 ,Patriotic Union of Kurdistan,36 ,,Party,Sulaymaniyah,,"female
 ","Rojkar Ahmed Mahmoud Hasi-
ran",974 
225 ,Position Group,"/
              1",,Party,Sulaymaniyah,,Male,"Ghalib Muhammad Ali Shakir Hasir
Al-Surmeer",975 
225 ,Position Group,2 ,,Party,Sulaymaniyah,,Male,"Rebar Karim Mahmoud Ha-
sirn",976 
225 ,Position Group,"/
              3",,Party,Sulaymaniyah,,Male,Yasir Rasool Othman Arif,977 
225 ,Position Group,4 ,,Party,Sulaymaniyah,,"female
 ",May God bless Azmar Saleh Hamid,978 
225 ,Position Group,"/
              5",,Party,Sulaymaniyah,,Male,Saman Ali Saleh Aziz,979 
225 ,Position Group,/,6 ,Party,Sulaymaniyah,,Male,"Piston Mohammad Saleh Mustafa Hama
Saleh Hawrami",980 
225 ,Position Group,/,7 ,Party,Sulaymaniyah,,Male,"Abdulrahman Mohammed Abdulrahman Hama
Ali",981 
225 ,Position Group,/,8 ,Party,Sulaymaniyah,,"female
 ",Shehla Ali Mohammed Aref,982 
225 ,Position Group,/,9 ,Party,Sulaymaniyah,,Male," Dilshad Ahmad Hasir N
                   Hassan",983 
225 ,Position Group,"/
            10",,Party,Sulaymaniyah,,Male,Omar Karim Ahmed Osman Roghzadi,984 
225 ,Position Group,"/
            11",,Party,Sulaymaniyah,,Male,"Ribaz Abdullah Mohammed Mo-
hammed Amir N",985 
225 ,Position Group,"/
            12",,Party,Sulaymaniyah,,"female
 ",Nour Team Nouri Mohammed,986 
225 ,Position Group,"/
            13",,Party,Sulaymaniyah,,Male,Three Rabbahs Set Abbas Rashid Qadir,987 
225 ,Position Group,"/
            14",,Party,Sulaymaniyah,,Male,"Muhammad Amir N
Ali Othman",988 
225 ,Position Group,"/
            16",,Party,Sulaymaniyah,,"female
 ",Munir H. Abdullah Muhammad Saeed,989 
225 ,Position Group,"/
            18",,Party,Sulaymaniyah,,Male,Najmuddin Aziz Amir N Ahmed,990 
226 ,Dr. Dalshad Mohammad,   1 ,,"  Pe-
rson",Sulaymaniyah,,Male,Dilshad Muhammad Abdul Rahman Qadir Abdul Rahman,991 
253 ,Lawyer Akam Abdullah Tawfiq,   1 ,,"  Pe-
rson",Sulaymaniyah,,Male,Akam Abdullah Tawfiq Khadhan,992 
261 ,شعبنا جبهة / Front of our people,   1 ,,Party,Sulaymaniyah,,Male,Burhan Rashid Hassan Mahmoud,993 
261 ,شعبنا جبهة / Front of our people,   2 ,,Party,Sulaymaniyah,,Male,Zana Abdulrahman Abdullah Qadir,994 
261 ,شعبنا جبهة / Front of our people,   3 ,,Party,Sulaymaniyah,,"female
 ",Shimaa Ali Jawad Aziz,995 
261 ,شعبنا جبهة / Front of our people,   4 ,,Party,Sulaymaniyah,,Male,Idris Karim Mohamed Ali,996 
261 ,شعبنا جبهة / Front of our people,   5 ,,Party,Sulaymaniyah,,Male,Azad Hamad Barim Abu Bakr,997 
261 ,شعبنا جبهة / Front of our people,   6 ,,Party,Sulaymaniyah,,"female
 ","To him, Nia Jalal Mahmoud Ahmed",998 
261 ,شعبنا جبهة / Front of our people,   7 ,,Party,Sulaزنگنەymaniyahس,,"female
جرجی  خلف",دلسوزشفیق,999 
261 ,شعبنا جبهة / Front of our people,   8 ,,Party,Sulaymaniyah,,"female
 ",I feel sorry for you,1000 
261 ,شعبنا جبهة / Front of our people,   9 ,,Party,Sulaymaniyah,,Male,Friday Hassan Farskarim,1001 
261 ,شعبنا جبهة / Front of our people, 10 ,,Party,Sulaymaniyah,,Male,DiarMohammadRafeeq Amroth چبب,1002 
261 ,شعبنا جبهة / Front of our people, 11 ,,Party,Sulaymaniyah,,Male,Abdullah Hama Saeed Ahmed Aref,1003 
268 ,Iraqi Turkmen Front,   1 ,,Party,Sulaymaniyah,,"female
 ","By the name of Jihad Muhammad Ali
Ghassan al-Bayanri",1004 
268 ,Iraqi Turkmen Front,   2 ,,Party,Sulaymaniyah,,Male,Ardalan Tariq Rashid Wali Al-Qassab,1005 
268 ,Iraqi Turkmen Front,   3 ,,Party,Sulaymaniyah,,Male,Mohammad Sardar Khurshid Shawkat,1006 
268 ,Iraqi Turkmen Front,   4 ,,Party,Sulaymaniyah,,Male,Abdullah Jawdat Hasir Ibrahim Deh Deh,1007 
273 ,Hawar Mustafa Khan,1 ,,"  Pe-
rson",Sulaymaniyah,,Male,"Hawar Mustafa Abbas Abdu-
llah",1008 
275 ,"Kurdistan Democratic Pa-
rner",1 ,,Party,Sulaymaniyah,,"   female
 ",Ashwaq Najmuddin Abbas Muhammad al-Jaf,1009 
275 ,"Kurdistan Democratic Pa-
rner",2 ,,Party,Sulaymaniyah,,Male,Arian Abdulrahman Ismail Beer and,1010 
275 ,"Kurdistan Democratic Pa-
rner",3 ,,Party,Sulaymaniyah,,Male,صالح احمد ئاسوحسن Asoy Sheikh Hassan,1011 
275 ,"Kurdistan Democratic Pa-
rner",4 ,,Party,Sulaymaniyah,,Male,Akuali Ahmed Aziz Jamalali,1012 
275 ,"Kurdistan Democratic Pa-
rner",5 ,,Party,Sulaymaniyah,,"   female
 ",To Naz Osman Ahmed Suleiman,1013 
275 ,"Kurdistan Democratic Pa-
rner",6 ,,Party,Sulaymaniyah,,Male,"Abu Bakr Abdullah Muhammad Gharib Shah Muhammad Gha-
rib",1014 
275 ,"Kurdistan Democratic Pa-
rner",7 ,,Party,Sulaymaniyah,,Male,"Ahmed Mohammed Amir N Mus-
tafa Surdaser",1015 
275 ,"Kurdistan Democratic Pa-
rner",8 ,,Party,Sulaymaniyah,,Male,"Amir Mustafa Karim Fattah Al-
Jaf",1016 
275 ,"Kurdistan Democratic Pa-
rner",9 ,,Party,Sulaymaniyah,,"   female
 ",Tafaka Omar Rashid Abdullah Ouziri,1017 
275 ,"Kurdistan Democratic Pa-
rner",10 ,,Party,Sulaymaniyah,,Male,"Anwar Saeed Fathallah Mu-
stafa",1018 
275 ,"Kurdistan Democratic Pa-
rner",11 ,,Party,Sulaymaniyah,,Male,Bakhtiar Hijran Muhammad Majeed Al-Dawudi,1019 
275 ,"Kurdistan Democratic Pa-
rner",12 ,,Party,Sulaymaniyah,,Male,Bahman Ahmad Mohammad Abbas Agha,1020 
275 ,"Kurdistan Democratic Pa-
rner",13 ,,Party,Sulaymaniyah,,"   female
 ","The birthday of Mohammad Hasir Na
Majeed",1021 
275 ,"Kurdistan Democratic Pa-
rner",14 ,,Party,Sulaymaniyah,,Male,Hassan Mahmoud Aziz Qader Qamisir,1022 
275 ,"Kurdistan Democratic Pa-
rner",15 ,,Party,Sulaymaniyah,,Male,Khalid Hama Azdin Azizmala Khalid,1023 
275 ,"Kurdistan Democratic Pa-
rner",16 ,,Party,Sulaymaniyah,,Male,Razkar Rahim Fathullah Penjweth,1024 
275 ,"Kurdistan Democratic Pa-
rner",17 ,,Party,Sulaymaniyah,,"   female
 ",Zian Jalal Mahmoud Rasool Al-Safra,1025 
275 ,"Kurdistan Democratic Pa-
rner",18 ,,Party,Sulaymaniyah,,Male,"Sardar Ake Amiren Aziz Mustafa
Ako",1026 
275 ,"Kurdistan Democratic Pa-
rner",19 ,,Party,Sulaymaniyah,,Male,Sardasht Muhammad Abdul Karim Muhammad Jaf,1027 
275 ,"Kurdistan Democratic Pa-
rner",20 ,,Party,Sulaymaniyah,,Male,"Samir Gharib Mustafa Kh-
adhan",1028 
275 ,"Kurdistan Democratic Pa-
rner",21 ,,Party,Sulaymaniyah,,"   female
 ",Shanna Najmuddin Mustafa Ahmed Shaban,1029 
275 ,"Kurdistan Democratic Pa-
rner",22 ,,Party,Sulaymaniyah,,Male,"Sir Wan Hamsrir Yif Ahmed Fat-
tah",1030 
275 ,"Kurdistan Democratic Pa-
rner",23 ,,Party,Sulaymaniyah,,Male,Shawan Mohammad Rostam Abdullah Shawanklari,1031 
275 ,"Kurdistan Democratic Pa-
rner",24 ,,Party,Sulaymaniyah,,Male,"Abdullah Hasiran Ahmed Ra-
sool",1032 
275 ,"Kurdistan Democratic Pa-
rner",25 ,,Party,Sulaymaniyah,,"   female
 ",Shilan Mohammed Ibrahim Ali Zangana,1033 
275 ,"Kurdistan Democratic Pa-
rner",26 ,,Party,Sulaymaniyah,,Male,Ali Fouad Rashid Aziz,1034 
275 ,"Kurdistan Democratic Pa-
rner",27 ,,Party,Sulaymaniyah,,Male,Farooq Muhammad Saeed Darwish Qadir Hakim Farooq,1035 
275 ,"Kurdistan Democratic Pa-
rner", 28 ,,Party,Sulaymaniyah,,Male,Fereydoun Abbas Bayez Samad,1036 
275 ,"Kurdistan Democratic Pa-
rner", 29 ,,Party,Sulaymaniyah,,"   female
 ","Mina Sami Mohamed Amir
N Marouf",1037 
275 ,"Kurdistan Democratic Pa-
rner", 30 ,,Party,Sulaymaniyah,,Male,Mohammad Faraj Saber Saleh's Cave,1038 
275 ,"Kurdistan Democratic Pa-
rner", 31 ,,Party,Sulaymaniyah,,Male,Mohammad Hassan Reza Mohammad Barzanji,1039 
275 ,"Kurdistan Democratic Pa-
rner", 32 ,,Party,Sulaymaniyah,,Male,Mustafa Khalid Abdul Ahmed Barzanj,1040 
275 ,"Kurdistan Democratic Pa-
rner", 33 ,,Party,Sulaymaniyah,,"   female
 "," Nazakat Hasir Nahama Said Muha-
                        mmad",1041 
275 ,"Kurdistan Democratic Pa-
rner", 34 ,,Party,Sulaymaniyah,,Male,"Mustafa Osman Ahmed Rashid M Barzang-
alala",1042 
275 ,"Kurdistan Democratic Pa-
rner", 35 ,,Party,Sulaymaniyah,,Male,Mariwan Hamma Ali Rauf Saleh,1043 
275 ,"Kurdistan Democratic Pa-
rner", 36 ,,Party,Sulaymaniyah,,Male,Nijrawan Jabbar Mahmoud Mohammed,1044 
278 ,Kurdistan Islamic Union,   1 ,,Party,Sulaymaniyah,,Male,"Muththan Amir N Na-
der Hasir N",1045 
278 ,Kurdistan Islamic Union,   2 ,,Party,Sulaymaniyah,,Male,"Omar Mohammed Mohammed
Karim Ali",1046 
278 ,Kurdistan Islamic Union,   3 ,,Party,Sulaymaniyah,,Male,Dara Hama Ahmed Hassan,1047 
278 ,Kurdistan Islamic Union,   4 ,,Party,Sulaymaniyah,,"   female
 ",Qadriya Saeed Ali Ahmed,1048 
278 ,Kurdistan Islamic Union,   5 ,,Party,Sulaymaniyah,,Male,"And the Messenger of God, Muhammad,
Amir al-Said",1049 
278 ,Kurdistan Islamic Union,   6 ,,Party,Sulaymaniyah,,Male,"Share this with Mustafa Abdu-
llah",1050 
278 ,Kurdistan Islamic Union,   7 ,,Party,Sulaymaniyah,,Male,"     Ismail Ahmed Haseer N Moh-
                       ammed",1051 
278 ,Kurdistan Islamic Union,   8 ,,Party,Sulaymaniyah,,"   female
 "," Shaler Mohammed Mohammed
              Karim Mustafa",1052 
285 ,Kurdistan Justice Group / Iraq,   1 ,,Party,Sulaymaniyah,,Male,       Mohammad Hakim JabbarSaeed Aldawoodi,1053 
285 ,Kurdistan Justice Group / Iraq,   2 ,,Party,Sulaymaniyah,,Male,Ahmed Hama Rashid Ahmed Mohammed,1054 
285 ,Kurdistan Justice Group / Iraq,   3 ,,Party,Sulaymaniyah,,"   female
 ",Najiba Latif Ahmed Qadir,1055 
285 ,Kurdistan Justice Group / Iraq,   4 ,,Party,Sulaymaniyah,,Male,Saleh Hama Rashid Ahmed Abdullah,1056 
285 ,Kurdistan Justice Group / Iraq,   5 ,,Party,Sulaymaniyah,,"   female
 ",Hoda Mohammed Siddiq Ismail,1057 
288 ,New generation,   1 ,,Party,Sulaymaniyah,,"   female
 ",Sarveh Abdulwahid Qadir Ibrahim,1058 
288 ,New generation,   2 ,,Party,Sulaymaniyah,,Male,Rebwar and Rahman and Saleh Arif,1059 
288 ,New generation,   3 ,,Party,Sulaymaniyah,,Male,"Good luck, Hasiran Qaderk-
arim.",1060 
288 ,New generation,   4 ,,Party,Sulaymaniyah,,"   female
 ",Mazda Mahmoud Muhammad Abdullah,1061 
288 ,New generation,   5 ,,Party,Sulaymaniyah,,Male,Aryan Aziz Ahmad Yousuf Tavgozi,1062 
288 ,New generation,   6 ,,Party,Sulaymaniyah,,"   female
 ",Wise advisor Omar Ali,1063 
288 ,New generation,   7 ,,Party,Sulaymaniyah,,Male,I am the best messenger,1064 
288 ,New generation,   8 ,,Party,Sulaymaniyah,,"   female
 ",Hello Abdullah Ahmed Aref,1065 
288 ,New generation,   9 ,,Party,Sulaymaniyah,,Male,Rizwan Khalil Hamid Faraj,1066 
288 ,New generation, 10 ,,Party,Sulaymaniyah,,Male,The secret of Abdul Rahman Karim Mina,1067 
288 ,New generation, 11 ,,Party,Sulaymaniyah,,Male,By Abdullah Omar Hamad,1068 
288 ,New generation, 12 ,,Party,Sulaymaniyah,,Male,"Hair, I came out, Majeed came and ran
to Mohammed, and he showed me",1069 
202 ,Sadiqun Movement,1 ,,Party,Al-Qadisiyah,,Male,Jamal Farid Raeh Attia Al-Hamidawi,1070 
202 ,Sadiqun Movement,2 ,,Party,Al-Qadisiyah,,Male,"Saad Shaker Aziz Kazem Khaza-
ali",1071 
202 ,Sadiqun Movement,3 ,,Party,Al-Qadisiyah,,Male,"Ammar Jabbar Rasan Y Mo-
hammed Al-Shabli",1072 
202 ,Sadiqun Movement,4 ,,Party,Al-Qadisiyah,,Male,صالح نوري كاطع  مهدي  الحياوي,1073 
202 ,Sadiqun Movement,5 ,,Party,Al-Qadisiyah,,Male,Ali Manea Attia Salman Al-Badri,1074 
202 ,Sadiqun Movement,6 ,,Party,Al-Qadisiyah,,"   female
 ",Iman Hamid Jaber Abdel-Akra',1075 
202 ,Sadiqun Movement,7 ,,Party,Al-Qadisiyah,,Male,Abdul Haseer N Adi Baljat Ksheesh Al Jawasem,1076 
202 ,Sadiqun Movement,8 ,,Party,Al-Qadisiyah,,Male,"Safaa Abdel Rahim Akar Hasir N        Al-
Kafari",1077 
202 ,Sadiqun Movement,9 ,,Party,Al-Qadisiyah,,"   female
 ",Nawras Atiya Kazem Awad with me,1078 
202 ,Sadiqun Movement, 10 ,,Party,Al-Qadisiyah,,Male,Salah Hassan Abbas Alwan Al-Saeedi,1079 
202 ,Sadiqun Movement, 11 ,,Party,Al-Qadisiyah,,Male,Wassam Jamil Bashir Jawad Al-Hilaliyi,1080 
202 ,Sadiqun Movement, 12 ,,Party,Al-Qadisiyah,,"   female
 ",Balsam Ali Talib Bashaat Al-Awady,1081 
202 ,Sadiqun Movement, 13 ,,Party,Al-Qadisiyah,,Male,"Engineer Rahman Hamad Al-Nayli's adv-
ertisement",1082 
202 ,Sadiqun Movement, 14 ,,Party,Al-Qadisiyah,,Male,Safaa Abduljawad Abdulkadhim Zuwair Al-Shablawi,1083 
202 ,Sadiqun Movement, 15 ,,Party,Al-Qadisiyah,,Male,Tariq Aziz Jassim Ali Al-Rashidi,1084 
202 ,Sadiqun Movement, 16 ,,Party,Al-Qadisiyah,,"   female
 ",Inas Talib Nasser Hasson Jamalıyi,1085 
202 ,Sadiqun Movement, 17 ,,Party,Al-Qadisiyah,,Male,Khaled Abdul Amir Abees Sabah Al-Bukhnaifs,1086 
202 ,Sadiqun Movement, 18 ,,Party,Al-Qadisiyah,,Male,"Imad Awad Rashid, support, support",1087 
202 ,Sadiqun Movement, 19 ,,Party,Al-Qadisiyah,,"   female
 ","Hiba Muhammad Abdul Hassan Zug-
hair Al-Shabanani",1088 
202 ,Sadiqun Movement, 20 ,,Party,Al-Qadisiyah,,Male,Ayed Aliwi Madloul Lafta Al Madloul,1089 
202 ,Sadiqun Movement, 21 ,,Party,Al-Qadisiyah,,"   female
 ","Witnessed by Abdulkadhim Al-
Sabbaghani",1090 
202 ,Sadiqun Movement, 22 ,,Party,Al-Qadisiyah,,Male,Ahmed Kamel Shaalan Salman Al-Khazaei,1091 
207 ,"Reconstruction and Development Coali-
tion",1 ,,      Alliance,Al-Qadisiyah,,Male,Nazim Fahim Muhammad Majhool Al-Shablawi,1092 
207 ,"Reconstruction and Development Coali-
tion",2 ,,      Alliance,Al-Qadisiyah,,Male,Hassan Salman Nasser Haseer N Al-Mukutter,1093 
207 ,"Reconstruction and Development Coali-
tion",3 ,,      Alliance,Al-Qadisiyah,,Male,"Ahmed Kamel Mankash Za-
zaa Al Farhanni",1094 
207 ,"Reconstruction and Development Coali-
tion",4 ,,      Alliance,Al-Qadisiyah,,"   female
 ",Nour Nafi Ali Abdul Amir Douji,1095 
207 ,"Reconstruction and Development Coali-
tion",5 ,,      Alliance,Al-Qadisiyah,,Male,"I am very sorry for your loss, Shaker
Ankosr",1096 
207 ,"Reconstruction and Development Coali-
tion",6 ,,      Alliance,Al-Qadisiyah,,Male,"Majed Haseer N Ali Mandhour Al-
Ghanem",1097 
207 ,"Reconstruction and Development Coali-
tion",7 ,,      Alliance,Al-Qadisiyah,,Male,Ahmed Sakr Hamza Makwatar Al-Badri,1098 
207 ,"Reconstruction and Development Coali-
tion",8 ,,      Alliance,Al-Qadisiyah,,"   female
 ",Saham Musa Hamoud Jialmusawi,1099 
207 ,"Reconstruction and Development Coali-
tion",9 ,,      Alliance,Al-Qadisiyah,,Male,"Mohammed Abdul Amir Shaalan
Attia Al-Shabanni",1100 
207 ,"Reconstruction and Development Coali-
tion", 10 ,,      Alliance,Al-Qadisiyah,,Male,Ahmed Aliwi Hassan Obaid Al-Saeedi,1101 
207 ,"Reconstruction and Development Coali-
tion", 11 ,,      Alliance,Al-Qadisiyah,,Male,"Abdolreza Ovidkazem Barbonari Al-
Miyali",1102 
207 ,"Reconstruction and Development Coali-
tion", 12 ,,      Alliance,Al-Qadisiyah,,"   female
 ","Nidal Attia Khaddam Basir
Ya Janani",1103 
207 ,"Reconstruction and Development Coali-
tion", 13 ,,      Alliance,Al-Qadisiyah,,Male,Ghanem Maklad Jaloub Aziz Al-Jabouri,1104 
207 ,"Reconstruction and Development Coali-
tion", 14 ,,      Alliance,Al-Qadisiyah,,Male,Salim Jamil Shaker Rakban Al-Shabli,1105 
207 ,"Reconstruction and Development Coali-
tion", 15 ,,      Alliance,Al-Qadisiyah,,Male,"Muhammad Mard Abdul Hassan
Hassoun Al-Arasani",1106 
207 ,"Reconstruction and Development Coali-
tion", 16 ,,      Alliance,Al-Qadisiyah,,"   female
 ",Alaa Saleh Alwan Nasser Al-Nayli,1107 
207 ,"Reconstruction and Development Coali-
tion", 17 ,,      Alliance,Al-Qadisiyah,,Male,Karar Karim Hilal Kazem Al-Budhahk,1108 
207 ,"Reconstruction and Development Coali-
tion", 18 ,,      Alliance,Al-Qadisiyah,,Male,Asaad Hamza Aliwi Obaid Al-Janani,1109 
207 ,"Reconstruction and Development Coali-
tion", 19 ,,      Alliance,Al-Qadisiyah,,Male,Amr Wasif Kazem Abdel Fatlawi,1110 
207 ,"Reconstruction and Development Coali-
tion", 20 ,,      Alliance,Al-Qadisiyah,,"   female
 ",Ala Abdul Amir Jassim Mohammed Al-Karaghoul,1111 
207 ,"Reconstruction and Development Coali-
tion", 21 ,,      Alliance,Al-Qadisiyah,,Male,Haider Hassan Mani' Hegel Al-Qasir,1112 
207 ,"Reconstruction and Development Coali-
tion", 22 ,,      Alliance,Al-Qadisiyah,,"   female
 ",Ashwaq Abdulreza Abdulbejai Al-Zarijawi,1113 
218 ,Badr Organization,1 ,,Party,Al-Qadisiyah,,Male,Abbas Shuail Awda Thajil Al-Zamili,1114 
218 ,Badr Organization,   2 ,,Party,Al-Qadisiyah,,Male,A gesture by Hadi Hamza Attia Al-Jaafari,1115 
218 ,Badr Organization,   3 ,,Party,Al-Qadisiyah,,Male,Zulfiqar Abdul Hassan Abdel Ali Kazem El Shablawi,1116 
218 ,Badr Organization,   4 ,,Party,Al-Qadisiyah,,"   female
 ",Zahraa Fadel Hadi Jassim Al-Hijami,1117 
218 ,Badr Organization,   5 ,,Party,Al-Qadisiyah,,Male,Haider Diab Jaberjasem Al-Jiyi,1118 
218 ,Badr Organization,   6 ,,Party,Al-Qadisiyah,,Male,Hassan Halul Samida Ashura Al-Miyali,1119 
218 ,Badr Organization,   7 ,,Party,Al-Qadisiyah,,Male,"Ahmed Younis Hasir N       Rabat Al-Naghisir
Y",1120 
218 ,Badr Organization,   8 ,,Party,Al-Qadisiyah,,"   female
 ",Starting with Ali Muhammad Baqir Al-Araji,1121 
218 ,Badr Organization,   9 ,,Party,Al-Qadisiyah,,Male,Hussam Falah Abbas Jaber Al-Taraji,1122 
218 ,Badr Organization, 10 ,,Party,Al-Qadisiyah,,Male,Jafar Sha'il Awda Thajil Al-Zamili,1123 
218 ,Badr Organization, 11 ,,Party,Al-Qadisiyah,,Male,Fadel Abdul Amir Nour Habib Al-Mahna,1124 
218 ,Badr Organization, 12 ,,Party,Al-Qadisiyah,,"   female
 ","Thamar Hasir N       Abdulzahra
Mous Al-Naeli",1125 
218 ,Badr Organization, 13 ,,Party,Al-Qadisiyah,,Male,Jabbar Eidan Zghair Maaraj Al-Shablawi,1126 
218 ,Badr Organization, 14 ,,Party,Al-Qadisiyah,,Male,"Kazem Fneikh Hasir N        Awad Al-
Saeedi",1127 
218 ,Badr Organization, 15 ,,Party,Al-Qadisiyah,,Male,Muhammad Ali Hamza Naji Al-Shablawi,1128 
218 ,Badr Organization, 16 ,,Party,Al-Qadisiyah,,"   female
 ","Shaima Abdel Hadi Sadiq Yasser N Najaf
Y",1129 
218 ,Badr Organization, 17 ,,Party,Al-Qadisiyah,,Male,اميرن قحطان عباس رضا  الصكبان,1130 
218 ,Badr Organization, 18 ,,Party,Al-Qadisiyah,,Male,Governor Khamat Farhan Wadaa'a Kurdi,1131 
218 ,Badr Organization, 19 ,,Party,Al-Qadisiyah,,Male,"Ahmed Kazem Kassar Rasn
Y Al-Kim",1132 
218 ,Badr Organization, 20 ,,Party,Al-Qadisiyah,,"   female
 ","Suad Jabbar Salman Ibr-
ahim Al-Safni",1133 
218 ,Badr Organization, 21 ,,Party,Al-Qadisiyah,,Male,Asaad Musa Jassim Hudhud Al-Khazaali,1134 
218 ,Badr Organization, 22 ,,Party,Al-Qadisiyah,,"   female
 ",Nadia Kazem Hasirn Abbas Al-Adliyi,1135 
224 ,"Good news, Iraq",1 ,,      Alliance,Al-Qadisiyah,,Male,Ahmed Kharbat Abdel Sayed Abdel Jalehawi,1136 
224 ,"Good news, Iraq",2 ,,      Alliance,Al-Qadisiyah,,Male,Muhammad Ali Khalil Sultan Al-Kassar,1137 
224 ,"Good news, Iraq",3 ,,      Alliance,Al-Qadisiyah,,Male,Rahi Saeed Natour Abbas Al-Shablawi,1138 
224 ,"Good news, Iraq",4 ,,      Alliance,Al-Qadisiyah,,"   female
 ","Raghad Hamid Mahdi Hamza Al-Arisan
Y",1139 
224 ,"Good news, Iraq",5 ,,      Alliance,Al-Qadisiyah,,Male,"Saadoun Haseer N Dharib Salman
Al-Khuzai",1140 
224 ,"Good news, Iraq",6 ,,      Alliance,Al-Qadisiyah,,Male,حامد عبدالله عتاب زغير الحجمیي,1141 
224 ,"Good news, Iraq",7 ,,      Alliance,Al-Qadisiyah,,Male,Hasirn Alaa Kamrkazem Ja'bawi,1142 
224 ,"Good news, Iraq",8 ,,      Alliance,Al-Qadisiyah,,"   female
 ","Alia Mohammed Salman Khadn Al-
Badri",1143 
224 ,"Good news, Iraq",9 ,,      Alliance,Al-Qadisiyah,,"   female
 ",Fatima Karim Abbas Jassim Akhwara,1144 
224 ,"Good news, Iraq", 10 ,,      Alliance,Al-Qadisiyah,,Male,Ahmed Abdel Karim Abdel Mawat Al-Jiyi,1145 
224 ,"Good news, Iraq", 11 ,,      Alliance,Al-Qadisiyah,,Male,Alaa Hasir Abbas Kazim Al Khamis,1146 
224 ,"Good news, Iraq", 12 ,,      Alliance,Al-Qadisiyah,,"   female
 ","Helen Sabah Jaber Hamad Al-
Sultani",1147 
224 ,"Good news, Iraq",13 ,,Alliance,Al-Qadisiyah,,Male,Raed Jassim Haseer N Ajeel Al-Zirjawi,1148 
224 ,"Good news, Iraq",14 ,,Alliance,Al-Qadisiyah,,Male,Haseer N Najah Ghazi Anid Al-Hilali,1149 
224 ,"Good news, Iraq",15 ,,Alliance,Al-Qadisiyah,,Male,Mohsen Hassan Hasirn Shanawa Al-Khalifaoui,1150 
224 ,"Good news, Iraq",16 ,,Alliance,Al-Qadisiyah,,"   female
 ",Maysoun Baji Saywan Mard Al Mansour,1151 
224 ,"Good news, Iraq",17 ,,Alliance,Al-Qadisiyah,,Male,Abbas Redha and Kadhim Idris Al-Dris,1152 
224 ,"Good news, Iraq",18 ,,Alliance,Al-Qadisiyah,,Male,"Fouad Hassan Abdul Amir, martyr of
Al-Arisun",1153 
224 ,"Good news, Iraq",19 ,,Alliance,Al-Qadisiyah,,"   female
 ",Saharflih Hassan Baji Al-Khaza'i,1154 
224 ,"Good news, Iraq",20 ,,Alliance,Al-Qadisiyah,,Male,Wael Fadel Ayash Abdul Ramaji,1155 
224 ,"Good news, Iraq",21 ,,Alliance,Al-Qadisiyah,,Male,Wael Abdel Wahid Abdel Redha Rahman Al-Qasir,1156 
224 ,"Good news, Iraq",22 ,,Alliance,Al-Qadisiyah,,Male,Alaa Jamil Talib Abdul-Zubaidi,1157 
231 ,National State Forces Alliance,1 ,,Alliance,Al-Qadisiyah,,Male,Razzaq Hasinakadim Shanta Shi,1158 
231 ,National State Forces Alliance,2 ,,Alliance,Al-Qadisiyah,,Male,Nouri Ali Shaalan Salman Al-Zahir,1159 
231 ,National State Forces Alliance,3 ,,Alliance,Al-Qadisiyah,,Male,"Ali Salman Kader Salman Al-
Mashri",1160 
